Name,Pig6
Score,0.36427999999999994
LockedUpRTP,
Rtp,0.9699999999326988
Win Ranges
0,0.1,1 in 1.410
0.1,1,1 in 4.095
1,2,1 in 33.698
2,3,1 in 3251.368
3,5,1 in 1667.690
5,10,1 in 668.864
10,20,1 in 262.488
20,50,1 in 201.216
50,100,1 in 275.449
100,200,1 in 564.763
200,500,1 in 3984.304
500,1000,1 in 115014.198
1000,2000,1 in 1320004.665
2000,3000,1 in never
3000,5001,1 in 500000.000
Distribution
0,199895486317,0.00
1,323056752148,0.50
2,1904176161,122.10
3,1031831204,3.40
4,7681672288,16.80
5,287216938072,0.40
6,230115601964,0.20
7,1522524009,5.10
8,199895486317,0.00
9,3016288922,23.50
10,325632341,2.00
11,3595822396,22.00
12,199895486317,0.00
13,718435495,2.50
14,199895486317,0.00
15,226047053,1.20
16,199895486317,0.00
17,199895486317,0.00
18,247723594,3.00
19,2087320653,3.80
20,620127782,2.70
21,199895486317,0.00
22,7257107415,20.30
23,199895486317,0.00
24,21681402181,89.80
25,776787082,7.20
26,2271498237,12.80
27,180192787028,0.60
28,199895486317,0.00
29,199895486317,0.00
30,541218889,6.40
31,199895486317,0.00
32,1057254680,1.10
33,2126817322,14.00
34,615384458,3.50
35,399361043,1.50
36,199895486317,0.00
37,1522524009,5.10
38,598421814,250.40
39,199895486317,0.00
40,199895486317,0.00
41,199895486317,0.00
42,3793792393,39.00
43,199895486317,0.00
44,2428468818,11.20
45,1057136835,1.70
46,2643822944,7.80
47,4861336917,60.00
48,650808326,3.60
49,3160539076,11.00
50,5568731690,28.50
51,199895486317,0.00
52,199895486317,0.00
53,2248248672,20.00
54,3248723232,0.30
55,199895486317,0.00
56,230115601964,0.20
57,199895486317,0.00
58,5860717880,40.40
59,180192787028,0.60
60,1500171339,5.20
61,199895486317,0.00
62,199895486317,0.00
63,3641676887,19.50
64,199895486317,0.00
65,650808326,3.60
66,199895486317,0.00
67,4895226104,8.90
68,556784646,2.10
69,24008999993,86.80
70,199895486317,0.00
71,1662211911,9.30
72,9644709461,24.50
73,199895486317,0.00
74,1057136835,1.70
75,199895486317,0.00
76,262670063899,0.30
77,2126817322,14.00
78,199895486317,0.00
79,199895486317,0.00
80,199895486317,0.00
81,3077645582,36.70
82,228857555,2.40
83,1981065359,9.00
84,199895486317,0.00
85,101854363,556.40
86,2034055511,24.00
87,1500171339,5.20
88,1031831204,3.40
89,470324710,5.60
90,199895486317,0.00
91,2608053975,6.70
92,23066486468,17.60
93,199895486317,0.00
94,199895486317,0.00
95,1716338930,13.00
96,311488411801,0.90
97,199895486317,0.00
98,262670063899,0.30
99,1117136184,4.40
100,262670063899,0.30
101,191831127377,0.80
102,1057136835,1.70
103,191831127377,0.80
104,719352665,5.40
105,1258074220,22.40
106,262670063899,0.30
107,4364404796,15.50
108,1169153856,3.10
109,255929096,4.80
110,303483222,4.00
111,199895486317,0.00
112,608602081982,0.70
113,199895486317,0.00
114,199895486317,0.00
115,19151427101,25.60
116,199895486317,0.00
117,199895486317,0.00
118,199895486317,0.00
119,180192787028,0.60
120,199895486317,0.00
121,199895486317,0.00
122,199895486317,0.00
123,199895486317,0.00
124,255929096,4.80
125,541218889,6.40
126,331147176,1.80
127,199895486317,0.00
128,2126817322,14.00
129,5660430568,39.50
130,13249139165,20.20
131,399361043,1.50
132,325632341,2.00
133,14311804931,165.40
134,199895486317,0.00
135,199895486317,0.00
136,199895486317,0.00
137,864476992,7.50
138,199895486317,0.00
139,142549108,625.80
140,2093120940,0.40
141,230115601964,0.20
142,199895486317,0.00
143,1057254680,1.10
144,703843921,271.60
145,2468246609,16.00
146,798177860,263.20
