Name,Pig8
Score,0.44236
LockedUpRTP,
Rtp,485.00000000162225
Win Ranges
0,0.1,1 in never
0.1,1,1 in 456.197
1,2,1 in 416.614
2,3,1 in 395.035
3,5,1 in 207.098
5,10,1 in 79.819
10,20,1 in 40.492
20,50,1 in 14.651
50,100,1 in 8.270
100,200,1 in 5.190
200,500,1 in 4.274
500,1000,1 in 8.502
1000,2000,1 in 4.838
2000,3000,1 in 111.915
3000,5001,1 in 582.139
Distribution
0,43167829115,74.10
1,45097623926,50.00
2,98644683148,122.10
3,12375861459,1.60
4,42180395183,75.70
5,14361810485,28.10
6,13854925373,14.30
7,34686006247,34.60
8,32955074083,52.60
9,10012085905,3.30
10,8472562199,3.90
11,15369008885,6.00
12,13005859577,6.40
13,18394736972,12.40
14,33130782343,45.70
15,17852425349,0.40
16,88105114026,59.40
17,40222003287,48.60
18,14458573633,28.60
19,320611303640,102.30
20,477363195920,284.80
21,325374995794,150.60
22,362964297041,152.80
23,11421141966,9.10
24,26063592338,20.40
25,16910568160,15.70
26,13005859577,6.40
27,397571992626,449.70
28,21377535818,25.70
29,331030162815,152.40
30,13200366258,6.10
31,21092122187,21.60
32,16508466059,19.10
33,18936933523,18.60
34,27474967974,23.80
35,16607516515,14.20
36,388307238839,191.30
37,13959908388,10.20
38,483480805730,250.40
39,20368521277,32.50
40,6883830307,3.00
41,19196182398,10.50
42,66762946708,59.60
43,29713765563,11.60
44,314146723271,148.20
45,386991674337,320.50
46,11622020360,3.50
47,12243355727,13.10
48,96043775646,59.20
49,10894589005,16.90
50,323834358675,139.40
51,393034193433,206.60
52,20242528268,36.30
53,18320456683,14.40
54,11544905042,0.30
55,21627673037,16.40
56,20170258259,10.90
57,483474981702,467.00
58,54493057835,40.40
59,139049942537,57.90
60,106340966836,79.70
61,21304962168,7.20
62,18046380254,20.60
63,387901466233,209.90
64,12980130722,21.40
65,23611500015,24.70
66,32833949041,73.60
67,28049662000,31.20
68,16325172683,15.40
69,19250828846,42.20
70,25394158620,26.50
71,11487966611,9.30
72,14941480217,3.10
73,974287262678,498.90
74,10012085905,3.30
75,80790708402,99.90
76,69517761167,102.20
77,336213185672,177.60
78,11900145578,8.30
79,13941425406,5.20
80,27332802857,27.10
81,24278280786,36.70
82,37722000027,22.60
83,17662141019,9.00
84,149181288441,70.00
85,996919757330,556.40
86,15372480149,24.00
87,59603611014,52.10
88,391355653578,183.20
89,17022624377,10.30
90,38107110030,67.40
91,10511918260,6.70
92,311484285054,81.10
93,26012977424,29.20
94,11335337243,13.30
95,76019030583,89.20
96,89999138207,86.40
97,52019604406,74.30
98,21304962168,7.20
99,24262703064,44.00
100,23449670841,16.70
101,329386466283,165.20
102,77696367047,75.10
103,16638322677,1.50
104,45131861085,70.80
105,30943665648,25.60
106,34192146635,81.70
107,22834706268,22.70
108,79968652972,149.90
109,40332348660,50.30
110,102544238028,85.20
111,22260089808,29.50
112,169657951141,127.90
113,16210478334,6.30
114,404008411882,406.60
115,423895974958,412.70
116,21873294307,20.50
117,11622020360,3.50
118,359315931057,174.70
119,99650155130,118.10
120,14871164638,21.10
121,11487966611,9.30
122,7250777600,4.50
123,32781466169,47.50
124,141408087958,112.10
125,53412516190,51.50
126,38738862379,32.70
127,62329972713,64.10
128,323756413346,169.80
129,87679578563,39.50
130,64241493216,45.90
131,13390567677,1.30
132,24327708275,21.50
133,85843385137,161.40
134,20333578374,19.50
135,107888200301,174.20
136,404477401358,213.80
137,15800942267,13.60
138,33499837702,40.90
139,911419107851,625.80
140,17852425349,0.40
141,36831426829,27.50
142,33623623193,34.20
143,23941013110,18.50
144,208282251188,271.60
145,20237708549,9.80
146,435659797848,263.20
147,312751378151,82.60
148,38664803042,37.20
149,13412653023,7.40
150,178340114834,186.80
151,382183148611,185.40
152,11226292660,12.20
153,16470485702,29.60
154,12250613973,2.30
155,10936576483,8.20
156,25441965952,24.60
157,9949730007,4.90
158,9059146312,3.40
159,38176183386,39.40
160,435458295322,198.70
161,131694659487,93.40
162,435932190230,475.10
163,14583619949,16.50
164,11170309522,5.10
165,27318572631,44.50
166,29713765563,11.60
167,133071065744,51.40
168,30703875026,23.90
169,57566410948,60.90
170,10962286342,2.10
171,12980130722,21.40
172,10936576483,8.20
173,88455855396,81.60
174,24262708085,38.50
175,16457471673,19.80
176,54661621954,55.70
177,54276132516,46.10
178,899829817983,660.70
179,80238885894,90.90
180,25040101923,33.00
181,12155016659,6.20
182,36634892124,18.10
183,85843385137,161.40
184,803207905951,595.90
185,29534254865,52.00
186,17077367932,12.10
187,468395843363,323.30
188,26527487346,45.10
189,11403612086,7.00
190,12980130722,21.40
191,103542437568,101.90
192,46494034396,31.70
193,10523372674,7.50
194,19250828846,42.20
195,341716584858,136.90
196,68942304559,79.30
197,19909062561,31.30
198,11900145578,8.30
199,21304962168,7.20
200,18381355686,1.40
201,90874941193,93.80
202,15845910748,1.10
203,16822897547,16.10
204,12155016659,6.20
205,39371119033,46.30
206,40222003287,48.60
207,20368521277,32.50
208,19697588801,31.40
209,12367261213,0.80
210,20570010640,10.00
211,105062182848,53.50
212,96457833497,110.60
213,109570671977,173.80
214,9754641286,6.60
215,51887817367,79.00
216,20723452979,26.10
217,38305051932,29.90
218,95138633473,131.00
219,20333578374,19.50
220,946886074838,647.70
221,12193183177,11.10
222,153388673684,58.30
223,26012977424,29.20
224,14871164638,21.10
225,27455545807,47.80
226,404767646420,317.70
227,53427174228,106.60
228,62617821270,87.70
229,10483722278,8.90
230,207868746442,212.20
231,20370530364,17.60
232,11593843581,11.70
233,9843534957,5.00
234,13712871526,19.30
235,38065369357,31.10
236,39569361817,36.10
237,288765860342,131.70
238,19749942194,20.90
239,349147038505,192.90
240,62617821270,87.70
241,22823322142,26.20
242,158517494648,77.60
